Offre,Type_Activite,Cluster_Adresse,Adresse,Code_Postal,Commune,Code_Insee,Latitude,Longitude,Telephone,Mail,Url,Equipement,Animal_Accepte,Groupe_Accepte,Langue,Ouverture_Annee,Reservation_Possible
LES SALINES - PARC D'AVENTURE DU SEL,Observatoire##Parc à thèmes,    120 route de l'Aubraie  ,    120 route de l'Aubraie  ,85100,LES SABLES-D'OLONNE,85194,46.516557,-1.804804,02 51 21 01 19,lessalines@wanadoo.fr,http://www.lessalines.fr,,oui,,Anglais,non,non
LITTLE MONKEYS,Jeux pour enfants,    21 rue du traité d'Amsterdam  ,    21 rue du traité d'Amsterdam  ,44210,PORNIC,44131,47.12481,-2.13139,02 51 18 66 42,little-monkeys@orange.fr,http://www.little-monkeys-pornic.fr,,non,,,,non
"LOCATION CANOE-KAYAK, STAND UP PADDLE, PEDALO A L'ESPACE NAUTIQUE DE L'ILE MOULINSART",Activités sportives,    Rue du Canal Ile MoulinSart,    Rue du Canal Ile MoulinSart,72210,FILLE,72133,47.8954713,0.12719582,06 52 04 18 72,nautismevaldesarthe@gmail.com,http://www.ile-moulinsart.fr/espace-nautique/,,,oui,Anglais##Français,non,oui
LOCATION D'UNE PECHERIE TRADITIONNELLE 'LA LIGERIENNE' ,,    Chemin des Taillais Pointe de l'Imperlay,    Chemin des Taillais Pointe de l'Imperlay,44250,SAINT-BREVIN-LES-PINS,44154,47.2736946,-2.1351761,07 87 96 28 08,,,,,,,oui,oui
LOCATION DE BARQUES,Activités sportives,    PLACE DU GUE DES JONCS  ,    PLACE DU GUE DES JONCS  ,85600,SAINT-GEORGES-DE-MONTAIGU,85217,46.9479263,-1.2946969,02 51 46 44 67,maison-riviere@terresdemontaigu.fr,http://www.maisonriviere.terresdemontaigu.fr,,,oui,Anglais##Français,non,oui
LOCATION DE BARQUES,Barque/Chaland##Base ou club nautique,    11 Rue du Pont-Levis  ,    11 Rue du Pont-Levis  ,44521,OUDON,44115,47.3459738,-1.2898336,02 40 83 07 44,tourisme@pays-ancenis.com,http://www.pays-ancenis-tourisme.fr,Toilettes,oui,,,non,non
LOCATION DE BARQUES ET BATEAUX ELECTRIQUES (RIVIERE),Activités sportives,    Rue de la Morinière  ,    Rue de la Morinière  ,44710,PORT-SAINT-PERE,44133,47.1344738,-1.7458401,07 68 58 98 83,escapade-nature@outlook.fr,http://www.escapade-nature.com,,,oui,,,non
LOCATION DE BATEAUX ELECTRIQUES,Activités sportives,    101 quai Amiral Lalande  ,    101 quai Amiral Lalande  ,72000,LE MANS,72181,48.0017704,0.18928343,02 43 82 56 62,port@cenovia.fr,www.portdumans.com,,non,oui,Anglais##Français,non,non
LOCATION DE BATEAUX ELECTRIQUES,Bateaux promenade,    Quai d'Alsace Lorraine  ,    Quai d'Alsace Lorraine  ,53200,CHATEAU-GONTIER,53062,47.824497,-0.703324,02 43 70 37 83,contact@leducdeschauvieres.com,http://www.leducdeschauvieres.com,,,,Français,non,oui
LOCATION DE BATEAUX ELECTRIQUES,Bateaux promenade##Cale de mise à l'eau##Halte fluviale##Ponton##Port de plaisance,  Capitainerie 101 Quai Amiral Lalande  ,  Capitainerie 101 Quai Amiral Lalande  ,72000,LE MANS,72181,48.0017954,0.18924587,02 43 80 56 62,port@cenovia.fr,www.portdumans.com,Toilettes,non,oui,Anglais##Français,non,non
LOCATION DE BATEAUX ELECTRIQUES ET PEDALOS ,Activités sportives,      LA CHAPELLE,      La Chapelle,49125,CHEFFES,49090,47.6223924,-0.504391,02 41 42 85 52,entreprisefrery@orange.fr,,,,,Anglais##Français,non,oui
LOCATION DE BATEAUX ELECTRIQUES ET PEDALOS À CHEFFES,Base ou club nautique,      LA CHAPELLE,      LA CHAPELLE,49125,CHEFFES,49090,47.6233527,-0.502614,02 41 42 85 52,entreprisefrery@orange.fr,,Aire de pique nique,,,Anglais##Français,non,oui
LOCATION DE BATEAUX ELECTRIQUES SANS PERMIS,Activités sportives,    1 place Pierre Désautels  ,    1 place Pierre Désautels  ,72270,MALICORNE-SUR-SARTHE,72179,47.8143027,-0.0899627,06 52 04 18 72,nautismevaldesarthe@gmail.com,www.nautismevaldesarthe.fr,,oui,oui,Anglais##Français,non,oui
LOCATION DE BATEAUX HABITABLES LE BOAT,Bateaux promenade,    Quai Saint Georges  ,    Quai Saint Georges  ,44390,NORT-SUR-ERDRE,44110,47.4387406,-1.4944667,02 40 72 25 92,erdre@leboat.com,http://www.leboat.fr,Toilettes,oui,oui,Allemand##Anglais##Français,non,oui
LOCATION DE BATEAUX SANS PERMIS,Base ou club nautique,100 rue du Vieux Saint-Louis   Halte Fluviale  ,100 rue du Vieux Saint-Louis   Halte Fluviale  ,53000,LAVAL,53130,48.0753172,-0.771157,02.43.53.31.01,halte.fluviale@agglo-laval.fr,http://www.laval-tourisme.com/activites/tourisme-fluvial/halte-fluviale-de-laval,Bar##Toilettes,,,,,non
LOCATION DE CANOES KAYAK ,Activités sportives,    Plan d'eau Centre de Plein Air,    Plan d'eau Centre de Plein Air,72350,BRULON,72050,47.9616907,-0.2248932,02 43 55 31 21,basedepleinair@gmail.com,,,oui,oui,Anglais##Français,,non
LOCATION DE CANOÉ,Activités sportives,  Gué de Selle    ,  Gué de Selle    ,53600,MEZANGERS,53153,48.1994498,-0.4322139,02 43 90 63 90,,,,non,,Français,non,oui
LOCATION DE CANOË : LOIRE ET LOUET PASSION,Activités sportives,    Quai des Mariniers MONTJEAN-SUR-LOIRE,    Quai des Mariniers MONTJEAN-SUR-LOIRE,49570,MAUGES-SUR-LOIRE,49244,47.392657,-0.8622511,06 52 16 38 23,loireetlouetpassion@yahoo.fr,http://www.loireetlouetpassion.fr,,oui,oui,Allemand##Anglais##Italien,non,non
LOCATION DE CANOËS,Base de loisirs,    11 Rue du Pont Levis  ,    11 Rue du Pont Levis  ,44521,OUDON,44115,47.3456886,-1.2914055,02 40 83 07 44,tourisme@pays-ancenis.com,,Toilettes,,,Anglais##Français,non,non
LOCATION DE CATAMARAN,Activités sportives,  Gué de Selle    ,  Gué de Selle    ,53600,MEZANGERS,53153,48.1995213,-0.4323426,02 43 90 63 90,,,,non,,Français,non,oui
LOCATION DE CATAMARANS / FUN CLUB LA JOSELIERE,Activités sportives,    Plage de la Joselière  ,    Plage de la Joselière  ,44210,PORNIC,44131,47.10328,-2.08328,06 85 57 26 63,seon.funclub@gmail.com,http://www.funclubjoseliere.com,,,,,,non
LOCATION DE COURTS DE TENNIS A PORNIC,Activités sportives,    Avenue des sports Le Clion sur Mer,    Avenue des sports Le Clion sur Mer,44210,PORNIC,44131,47.11965,-2.05372,02 40 82 95 32,tc-pornic@orange.fr,http://www.club.fft.fr/tc-pornic,,,oui,,,non
LOCATION DE COURTS DE TENNIS EN INTÉRIEUR,Activités sportives,    SALLE DES SPORTS  ,    SALLE DES SPORTS  ,44760,LA BERNERIE-EN-RETZ,44012,47.07648,-2.02741,06 60 96 49 48,contact@atb-bernerie.fr,http://www.atb-bernerie.fr,,,,,,non
LOCATION DE COURTS EN EXTÉRIEUR,Activités sportives,    COURTS MARBOEUF  ,    COURTS MARBOEUF  ,44760,LA BERNERIE-EN-RETZ,44012,47.0826,-2.04021,06 60 96 49 48,contact@atb-bernerie.fr,http://www.atb-bernerie.fr,,,,,,non
LOCATION DE DÉRIVEUR,Activités sportives,  Gué de Selle    ,  Gué de Selle    ,53600,MEZANGERS,53153,48.189852,-0.433201,02 43 90 63 90,sguegan@coevrons.fr,,,non,,Français,non,oui
LOCATION DE GYROPODE - SOLARTIS,Activités sportives,    20 route de Mulsanne  ,    20 route de Mulsanne  ,72230,ARNAGE,72008,47.9229037,0.20328649,02 43 80 50 41,contact@solartis.org,http://www.solartis.org,,non,oui,Allemand##Anglais##Chinois##Espagnol##Français##Italien##Russe,oui,non
LOCATION DE GYROPODE SEGWAY-LE MANS-SARTHE-72-SOLARTIS,Formules itinérantes,    20 route de Mulsanne  ,    20 route de Mulsanne  ,72230,ARNAGE,72008,47.9270153,0.1950622,02 43 80 50 41,contact@solartis.org,http://www.solartis.org/,Toilettes,,oui,Anglais##Espagnol##Français,oui,oui
LOCATION DE KART À PÉDALES,Loueur de vélos,    3 avenue de la Forêt  ,    3 avenue de la Forêt  ,85160,SAINT-JEAN-DE-MONTS,85234,46.78241,-2.06937,06 81 61 54 72,kartsapedales@icloud.com,,,,,Néerlandais,,non
LOCATION DE KAYAK / CANOES - MALICORNE,Activités sportives,"    1, place Pierre Déautels Moulin à couleurs","    1, place Pierre Déautels Moulin à couleurs",72270,MALICORNE-SUR-SARTHE,72179,47.8146918,-0.088568,06 52 04 18 72,nautismevaldesarthe@gmail.com,www.nautismevaldesarthe.fr,,oui,oui,Anglais##Français,non,non
LOCATION DE KAYAK /CENTRE NAUTIQUE DE PRÉFAILLES,Activités sportives,    Pointe Saint-Gildas  ,    Pointe Saint-Gildas  ,44770,PREFAILLES,44136,47.13602,-2.24518,06 79 53 25 10,edv@prefailles.fr,http://www.prefailles.fr,,,oui,,,non
LOCATION DE KAYAK AU CAMPING PORT MULON,Activités sportives,  Camping Port Mulon  ,  Camping Port Mulon  ,44390,NORT-SUR-ERDRE,44110,47.4288187,-1.496826,,,,,oui,,Anglais##Français,,non
LOCATION DE KAYAK DE MER / CLUB NAUTIQUE DES MOUTIERS,Activités sportives,    Rue du Sauvatage Base Nautique Claude Georget,    Rue du Sauvatage Base nautique Claude Georget,44760,LES MOUTIERS-EN-RETZ,44106,47.06296,-2.00691,09 80 31 34 22,cn.moutiers@orange.fr,,,,oui,,,non
LOCATION DE KAYAK ET PADDLE (RIVIERE),Activités sportives,    Rue de la Morinière  ,    Rue de la Morinière  ,44710,PORT-SAINT-PERE,44133,47.13457,-1.74457,07 68 58 98 83,escapade-nature@outlook.fr,http://www.escapade-nature.com,,,oui,,,non
LOCATION DE PADDLES,Activités sportives,Camping Au Bord du Loir   Route du Mans  D.307,Camping Au Bord du Loir   Route du Mans  D.307,72800,LE LUDE,72176,47.6552038,0.1662928,02 43 94 67 70,camping@ville-lelude.fr,htpp://www.camping-lelude.com,,,,,,non
LOCATION DE PADDLES,Base de paddle,    Quai Saint Clair  ,    Quai Saint Clair  ,44530,GUENROUET,44068,47.52297,-1.95236,02 40 87 68 09,otsi@cc-paysdepontchateau.fr,http://www.pontchateau-saintgildasdesbois.com,,,,,,non
LOCATION DE PECHERIE 'LA LIGERIENNE',Activités sportives,      Pointe de l'Imperlay,      Pointe de l'Imperlay,44250,SAINT-BREVIN-LES-PINS,44154,47.2745089,-2.132687,02 40 27 68 54,,,,,oui,,oui,non
LOCATION DE PLANCHE À VOILE ,Activités sportives,  Gué de Selle    ,  Gué de Selle    ,53600,MEZANGERS,53153,48.1995928,-0.4321066,02 43 90 63 90,sguegan@coevrons.fr,,,non,oui,Français,non,oui
LOCATION DE PÉDALO,Activités sportives,  Gué de Selle    ,  Gué de Selle    ,53600,MEZANGERS,53153,48.1996929,-0.432171,02 43 90 63 90,sguegan@coevrons.fr,,,non,,Français,non,oui
LOCATION DE PÉDALOS,Activités sportives,    1 place Pierre Désautels  ,    1 place Pierre Désautels  ,72270,MALICORNE-SUR-SARTHE,72179,47.8146918,-0.088568,06 52 04 18 72,nautismevaldesarthe@gmail.com,www.nautismevaldesarthe.fr,,oui,oui,Anglais##Français,oui,oui
LOCATION DE PÉDALOS,Base ou club nautique,    Quai Saint Clair  ,    Quai Saint Clair  ,44530,GUENROUET,44068,47.52287,-1.95223,02 40 87 68 09,otsi@cc-paysdepontchateau.fr,http://www.pontchateau-saintgildasdesbois.com,,oui,,Anglais,,non
LOCATION DE ROSALIES,Rosalie,    4 rue du Port  ,    4 rue du Port  ,44730,SAINT-MICHEL-CHEF-CHEF,44182,47.1744378,-2.1636733,02 40 39 92 31,,,,,oui,,,non
LOCATION DE ROSALIES - CAMPING DE PRIGNY,Rosalie,    Route de Moraudeau  ,    Route de Moraudeau  ,44760,LES MOUTIERS-EN-RETZ,44106,47.06377,-1.98388,02 40 64 73 81,leprigny@wanadoo.fr,http://www.campingdeprigny.fr,,,,,,non
LOCATION DE SCOOTERS DES MERS - LOC'ATLANTIQUE,Activités sportives,    Port Bourgenay  ,    Port Bourgenay  ,85440,TALMONT-SAINT-HILAIRE,85288,46.4410142,-1.6780602,06 11 29 82 25,locatlantique@sfr.fr,http://loc-atlantique.com,,oui,oui,Français,oui,oui
LOCATION DE STAND UP PADDLE,Base de paddle,    La pièce de l'Ile -   Les Plaines de Mazerolles,    La pièce de l'Ile -   Les Plaines de Mazerolles,44240,SUCE-SUR-ERDRE,44201,47.3632478,-1.5097447,02 40 77 76 80,,,Aire de pique nique##Salle de réunion équipée##Toilettes,,,,non,oui
LOCATION DE STAND UP PADDLE ,Activités sportives,    Lieu-dit Malagué  ,    Lieu-dit Malagué  ,49140,JARZE VILLAGES,49163,47.555811,-0.23275,09 71 00 10 00,,,,oui,oui,Français,oui,oui
LOCATION DE STAND-UP PADDLE,Activités sportives,"  Base de loisirs Moulin ars, route de Vibraye  ","  Base de loisirs Moulin Ars, route de Vibraye  ",72120,SAINT-CALAIS,72269,47.9322347,0.7477368,02 43 63 00 54,anille.braye@wanadoo.fr,,,,,,,non
LOCATION DE VELO,Loueur de vélos,    Rue du 8 Mai  ,    Rue du 8 Mai  ,85450,CHAILLE-LES-MARAIS,85042,46.3918556,-1.018874,02 51 56 75 27,camping.ilecariot@gmail.com,http://www.camping-chaille-les-marais.com,,,non,Anglais##Français,non,non
LOCATION DE VELO A ASSISTANCE ÉLECTRIQUE,Aire d'arrêt Vélo##Loueur de vélos,  Office de Tourisme-Bureau de Sucé/Erdre Quai de Cricklade  ,  Office de Tourisme-Bureau de Sucé/Erdre Quai de Cricklade  ,44240,SUCE-SUR-ERDRE,44201,47.3394206,-1.5253874,,,http://www.erdrecanalforet.fr,Aire de pique nique##Bar##Restaurant##Toilettes,non,oui,,non,non
LOCATION DE VELO AU CAMPING,Activités sportives,    Allée du Camping  ,    Allée du Camping  ,72200,LA FLECHE,72154,47.695067,-0.0797141,02 43 94 55 90,info@camping-laroutedor.com,,,oui,oui,Anglais##Français##Néerlandais,non,oui
LOCATION DE VELO AU CAMPING,Activités sportives,      Camping du Lac des Varennes,      Camping du Lac des Varennes,72340,MARCON,72183,47.7126214,0.49958719,02 43 44 13 72,contact@lacdesvarennes.com,http://www.lacdesvarennes.com,,,,Anglais,,non
LOCATION DE VELOS,Activités sportives,    La Roultière  ,    La Roultière  ,49490,NOYANT-VILLAGES,49228,47.484177,0.168271,02.41.82.35.61,phil.edgerley@wanadoo.fr,www.loiregiteholiday.co.uk,,,,,,non
LOCATION DE VELOS,Activités sportives,Camping Au Bord du Loir   Route du Mans  D.307,Camping au Bord du Loir   Route du Mans  D.307,72800,LE LUDE,72176,47.6552038,0.1662928,02 43 94 67 70,camping@ville-lelude.fr,htpp://www.camping-lelude.com,,,,,,non
LOCATION DE VELOS - CAMPING LES OUCHES DU JAUNAY,Loueur de vélos,      5 Allée des Ouches,      5 Allée des Ouches,85150,MARTINET,85138,46.6793402,-1.6796984,02 51 34 68 85,lesouches85@communedemartinet.fr,http://www.lesouches85.net/,,oui,,Anglais##Français,oui,oui
LOCATION DE VELOS - CAMPING YELLOH VILLAGE LE PIN PARASOL,Loueur de vélos,      6 Châteaulong,      6 Châteaulong,85220,LA CHAPELLE-HERMIER,85054,46.6661185,-1.7552053,02 51 34 64 72,contact@campingpinparasol.fr,http://www.campingpinparasol.fr,,,,Anglais##Français,non,oui
LOCATION DE VELOS - CANOES -  VEL NATURE,Activités sportives,    43 rue de l'Esterel Maison de l'eau,    43 rue de l'Esterel Maison de l'eau,72100,LE MANS,72181,47.9936706,0.23575406,02 52 60 30 47,velnature@iter-lemans.fr,http://www.arche-nature.fr/,,non,oui,,,non
LOCATION DE VELOS - CANOES - VEL'NATURE,Base ou club nautique##Loueur de vélos,    43 rue de l'Esterel Maison de l'eau,    43 rue de l'Esterel Maison de l'eau,72100,LE MANS,72181,47.9936688,0.23579242,02 52 60 30 47,velnature@iter-lemans.fr,http://www.iter-lemans.fr,,,oui,Français,non,non
LOCATION DE VELOS - LE GOELAND BLEU,Loueur de vélos,    2 Place de la Parée  ,    2 Place de la Parée  ,85470,BRETIGNOLLES-SUR-MER,85035,46.6261622,-1.8732237,09 84 14 33 76,goeland.bleu@outlook.fr,http://goelandbleu.fr,,,,,non,non
LOCATION DE VELOS - PSL BIKE,Loueur de vélos,    23 rue de l'Océan  ,    23 rue de l'Océan  ,85470,BREM-SUR-MER,85243,46.6060894,-1.8361624,02 51 22 02 98,pslbike@free.fr,http://pslbike.com,,,,,oui,non
LOCATION DE VELOS -ETS GERARD GATEAU,Loueur de vélos,"    50, Rue du Calvaire  ","    50, Rue du Calvaire  ",85800,SAINT-GILLES-CROIX-DE-VIE,85222,46.6961244,-1.9269573,02.51.55.48.56,dir@electro-menager-gateau.com,http://www.electro-menager-gateau.com,,,,,oui,non
LOCATION DE VELOS ADULTES ET ENFANTS,Activités sportives,Office de Tourisme de la Vallée du Loir   20 Boulevard Montréal  ,Office de Tourisme de la Vallée du Loir   20 Boulevard Montréal  ,72200,LA FLECHE,72154,47.6971825,-0.0693341,02 43 38 16 60,info@vallee-du-loir.com,http://www.vallee-du-loir.com,,non,oui,Anglais,,oui
LOCATION DE VELOS ADULTES ET ENFANTS,Activités sportives,Office de Tourisme de la Vallée du Loir   13 Place de la République  ,Office de Tourisme de la Vallée du Loir   13 Place de la République  ,72340,LA CHARTRE-SUR-LE-LOIR,72068,47.727509,0.57581,02 43 38 16 60,info@vallee-du-loir.com,http://www.vallee-du-loir.com,,non,oui,Anglais,,oui
LOCATION DE VELOS ELECTRIQUES,Activités sportives,Office de Tourisme de la Vallée du Loir   20 Bd de Montréal  ,Office de Tourisme de la Vallée du Loir   20 Bd de Montréal  ,72200,LA FLECHE,72154,47.6971825,-0.0693341,02 43 38 16 60,info@vallee-du-loir.com,http://www.vallee-du-loir.com,,non,oui,Anglais,,oui
LOCATION DE VELOS ELECTRIQUES,Activités sportives,Office de Tourisme de la Vallée du Loir   13 Place de la République  ,Office de Tourisme de la Vallée du Loir   13 Place de la République  ,72340,LA CHARTRE-SUR-LE-LOIR,72068,47.727509,0.57581,02 43 38 16 60,info@vallee-du-loir.com,http://www.vallee-du-loir.com,,non,oui,Anglais,,oui
LOCATION DE VELOS ET ROSALIES - CAMPING DES CONCHES,Loueur de vélos##Rosalie,    Route du grand port  ,    Route du grand port  ,85420,DAMVIX,85078,46.3119372,-0.7325035,02 51 87 17 06,,,,,,Anglais##Français,non,oui
LOCATION DE VELOS LE CENTRAL,Loueur de vélos##Salle de squash,    Place du Marché  ,    Place du Marché   ,85740,L'EPINE,85083,46.999724,-2.2443316,02.51.39.46.53,,,,,,,,non
LOCATION DE VELOS LE CYCL'LOVE,Loueur de vélos,    11 avenue des Demoiselles  ,    11 avenue des Demoiselles  ,85160,SAINT-JEAN-DE-MONTS,85234,46.7863611,-2.0700311,02.51.59.04.31,,,,,,,,non
LOCATION DE VELOS MARAIS PROM'NADE,Loueur de vélos,      La Canardière ,      La Canardière ,85230,BEAUVOIR-SUR-MER,85018,46.8685488,-2.0230401,06.14.01.67.78,,,,,,,,non
LOCATION DE VELOS SPAR,Loueur de vélos,    44 Rue du Grand Vieil  ,    44 Rue du Grand Vieil  ,85330,NOIRMOUTIER-EN-L'ILE,85163,47.023478,-2.2499702,02.51.39.00.14,,,,,,,,non
LOCATION DE VELOS À ASSITANCE ELECTRIQUE,Activités sportives,  Office de Tourisme  50 Place Carnot  ,  Office de Tourisme 50 Place Carnot  ,72600,MAMERS,72180,48.3508856,0.36941799,02 43 97 60 63,contact@tourisme-mamers-saosnois.com,www.tourisme-mamers-saosnois.com,,,,Anglais##Français##Langue des signes,,non
LOCATION DE VOILIER / XTREME YACHTING,Activités sportives,    Port de Plaisance La Noëveillard,    Port de Plaisance de la Noëveillard  ,44210,PORNIC,44131,47.11,-2.11389,09 70 75 70 90,info@xtremeyachting.fr,http://www.xtremeyachting.fr,,,,,,non
LOCATION DE VTT CAMPING MANSIGNE,Activités sportives,  Centre Touristique    ,  Centre Touristique    ,72510,MANSIGNE,72182,47.7594456,0.129336,02 43 46 14 17,camping-mansigne@orange.fr,http://www.basedeloisirsmansigne.fr/,,oui,oui,Anglais##Espagnol##Français,non,oui
LOCATION DE VTT ET VÉLOS ÉLECTRIQUES,Aire d'arrêt Vélo##Aire de pique-nique##Base de loisirs##Base de paddle##Base ou club nautique##Base VTT##Disc Golf##Jeux pour enfants##Loueur de vélos##Mini golf##Mur d'escalade##Plage surveillée##Ponton##Tennis##Terrain omnisports,"    Plan d'eau Base de Plein Air ""Fred Chouvier""","    Plan d'eau Base de Plein Air ""Fred Chouvier""",72350,BRULON,72050,47.9602969,-0.2230479,,basedepleinair@gmail.com,,Aire de pique nique##Bar##Restaurant##Toilettes,oui,oui,Anglais##Français,,oui
LOCATION DE VÉLO - OFFICE DE TOURISME DES COËVRONS - SAINTE-SUZANNE,Loueur de vélos,    Place de la Basilique  ,    Place de la Basilique  ,53600,EVRON,53097,48.0975455,-0.3499126,02 43 01 43 60,info@coevrons-tourisme.com,,,,,,oui,oui
LOCATION DE VÉLO - PREF'RIDE,Activités sportives,    20 Place du Marché  ,    20 Place du Marché  ,44770,PONT-SAINT-MARTIN,44130,47.1294,-2.21835,06 33 85 33 72,prefride.locationcycle@gmail.com,,,,oui,,,non
LOCATION DE VÉLO AU CAMPING DE LA GUICHARDIÈRE,,    Camping de la Guichardière 2 rue de Mouton,    Camping de la Guichardière 2 rue de Mouton,44770,LA PLAINE-SUR-MER,44126,47.15247,-2.20806,02 40 21 55 09,contact@camping-laguichardiere.net,http://www.camping-laguichardiere.net,Aire de pique nique##Bar,oui,oui,,,non
LOCATION DE VÉLO AU CAMPING DE LA RENAUDIÈRE,,    Camping de la Renaudière 2 route de la Renaudière,    Camping de la Renaudière 2 route de la Renaudière,44770,LA PLAINE-SUR-MER,44126,47.13981,-2.20354,02 40 21 50 03,info@campinglarenaudiere.com,http://www.campinglarenaudiere.com,Bar,oui,,,,non
LOCATION DE VÉLO CAMPING PORT MULON,Loueur de vélos,  Camping Port Mulon  ,  Camping Port Mulon  ,44390,NORT-SUR-ERDRE,44110,47.4287819,-1.4972388,02 40 72 23 57,contact@camping-portmulon.com,,,,,Français,non,non
LOCATION DE VÉLOS,Activités sportives,avenue de la Colmont      ,avenue de la Colmont      ,53120,GORRON,53107,48.4116799,-0.813055,02 43 08 52 93,parcloisirs.colmont@orange.fr,http://www.parcloisirscolmont.wixsite.com/gorron,,oui,oui,Anglais##Français,non,oui
LOCATION DE VÉLOS,Formules itinérantes,Place de l'Europe   Office de Tourisme du Baugeois BP30056,Place de l'Europe   Office de Tourisme du Baugeois BP30056,49150,BAUGE-EN-ANJOU,49018,47.5413521,-0.1020064,02 41 89 18 07,tourisme.bauge@wanadoo.fr,,,non,oui,Anglais,oui,non
LOCATION DE VÉLOS,Loueur de vélos,Place de l'Europe   Office de Tourisme du Baugeois BP 30056,Place de l'Europe   Office de Tourisme du Baugeois BP 30056,49150,BAUGE-EN-ANJOU,49018,47.5411493,-0.1019421,02 41 89 18 07,tourisme.bauge@wanadoo.fr,,,non,oui,Anglais,oui,non
LOCATION DE VÉLOS,Loueur de vélos,100 rue du Vieux Saint-Louis   Halte Fluviale  ,100 rue du Vieux Saint-Louis   Halte Fluviale  ,53000,LAVAL,53130,48.0737188,-0.7727401,02.43.53.31.01,halte.fluviale@agglo-laval.fr,http://www.laval-tourisme.com/activites/tourisme-fluvial/halte-fluviale-de-laval,,,,,,non
LOCATION DE VÉLOS,Loueur de vélos,    Rue des Colverts Vaux,    Rue des Colverts Vaux,53300,AMBRIERES-LES-VALLEES,53003,48.390509,-0.6166636,02 43 04 90 25,contact@parcdevaux.com,http://www.parcdevaux.com/,Aire de pique nique##Bar##Restaurant##Toilettes,oui,oui,Anglais##Français,non,non
