"Nom de l'offre d'activité touristique","Type détaillé d'activité","Adresse partie 1: Porte/escalier","Adresse partie 1 suite","Adresse partie 2","Adresse partie 3","Code postal","Commune de l'activité","Cedex de l'adresse postale","Code Insee de la Commune","location","Latitude","Longitude","Situation de l'offre","Emplacement géographique","N° de téléphone mobile","N° de téléphone fixe","N° de fax","Adresse e-Mail","Url du site web","Type de plateforme/url","Services proposés sur l'équipement de loisir","Equipements présents sur le site de loisir","Animal accepté: oui / non","Complément information animal accepté","Labels","Label tourisme handicap","Groupe accepté: oui / non","Catégorie de la prestation fournie","Type formule itinérante","Activité sportive proposée","Type activité culturelle proposée","Langues parlées à l'accueil","Langues des audio guides","Visites libres proposées aux individuels en permanence: oui / non","Durée de visite pour les individuels","Visites guidées proposées aux individuels en permanence: oui / non","Visites guidées proposées aux individuels sur demande: oui / non","Langues des panneaux d'info","Langues parlées","Complément d'info sur les visites","Visites guidées proposées aux groupes en permanence: oui / non","Visites pédagogiques proposées aux groupes en permanence: oui / non","Visites guidées proposées aux groupes en permanence: oui / non","Visites guidées proposées aux groupes sur demande: oui / non","Durée de visite pour les groupes","Lieux de pratique de l'activité de loisirs","Commune de départ de la formule itinérante","Commune d'arrivée de la formule itinérante","Ouverture de l'offre toute l'année: oui / non","Horaires d'ouvertures","ResaDirecte","Centrale de réservation en ligne: oui / non","Nom centrale de réservation en ligne: url réservation en ligne / téléphone centrale / mail centrale","Tarifs","Tarif gratuit : oui / non","Modes de paiement acceptés"
"GOLF DE SAINT-SÉBASTIEN-SUR-LOIRE","Golf","","","3, Chemin André Guilbaud","","44230","SAINT-SEBASTIEN-SUR-LOIRE","","44190","[ 47.209832 , -1.501865]","47.209832","-1.501865","Transport en commun||||","","","02.40.80.54.57","","golfags@orange.fr","www.golf-saint-sebastien-sur-loire.fr/","","","","oui","","","","oui","","","","","Français","","","","","","","","","","","","","","","","","oui","","","","","Tarif indiv. adulte||||||Abonnement au parcours (Année de janvier à décembre)##Tarif indiv. adulte||||||Tarif Green Fee##Tarif indiv. enfant||||||Tarif Green Fee ","","Cartes bancaires##Chèques bancaires et postaux##Chèques Vacances"
"GOLF DE SARGÉ ","Golf","","","Rue du Golf","","72190","SARGE-LES-LE-MANS","","72328","[ 48.0405559 , 0.24593949]","48.0405559","0.24593949","Autoroute||||8##Aéroport/aérodrome||Aérodrome du Mans||15##Gare SNCF||Gare TGV Le Mans||7##Transport en commun||Ligne 22, Arrêt Golf||0,3","","","02 43 76 25 07","","golfdesarge@gmail.com","http://www.golfdesarge.com/","Facebook||https://www.facebook.com/golfdesarge/","Boutique##WiFi","Bar##Défibrillateur##Restaurant##Salle de projection##Salle de réunion équipée##Toilettes","non","","","","oui","","","","","Anglais##Espagnol##Français","","","","","","","","Nouveau club house; restaurant avec vue panoramique sur le trou 18","","","","","","","","","oui","01/01/2017||31/12/2017||ouvertures heures d'hiver 9h30||fermetures  heures d'hiver 17h30||09:00||||||19:00||09:00||||||19:00||09:00||||||19:00||09:00||||||19:00||09:00||||||19:00||09:00||||||19:00||09:00||||||19:00","||02 43 76 25 07||golfdesarge@gmail.com","","","||||||Merci de nous consulter.","","Cartes bancaires##Chèques bancaires et postaux"
"GOLF DE SAUMUR","Golf","","","2 Route des Mortins","ST HILAIRE ST FLORENT","49400","SAUMUR","","49328","[ 47.27616 , -0.13113]","47.27616","-0.13113","","","","02 41 50 87 00","","contact@golf-saumur.com","http://www.golf-saumur.fr","","","","oui","","","","oui","","","","","Anglais##Espagnol##Français","","","","","","","","","","","","","","","","","","01/10/2017||30/04/2018||Sauf 26 au 31 décembre, 10h-16h||||09:00||||||17:30||09:00||||||17:30||09:00||||||17:30||09:00||||||17:30||09:00||||||17:30||09:00||||||17:30||09:00||||||17:30##01/05/2018||30/09/2018||||||09:00||||||19:00||09:00||||||19:00||09:00||||||19:00||09:00||||||19:00||09:00||||||19:00||09:00||||||19:00||09:00||||||19:00##26/12/2018||31/12/2018||||||09:00||||||17:00||09:00||||||17:00||09:00||||||17:00||09:00||||||17:00||09:00||||||17:00||09:00||||||17:00||09:00||||||17:00","","","","","","Cartes bancaires##Chèques bancaires et postaux"
"GOLF DES 24 HEURES LE MANS","Golf","","","route  de Tours","","72230","MULSANNE","","72213","[ 47.906869 , 0.24340099]","47.906869","0.24340099","Route (nationale/départ.)||Route de Tours, Mulsanne||0","En extérieur soleil","","02 43 42 00 36","","accueil@golfdes24h.fr","http://golfdes24heures.fr","","Boutique##WiFi","Bar##Restaurant##Salle de réunion équipée##Toilettes","oui","Animaux acceptés, si tenus en laisse, sur le golf.","","","oui","","","","","Anglais##Français","","","","","","","","","","","","","","","","","oui","||||Horaires d'accueil du secrétariat||||09:00||12:30||13:00||18:00||09:00||12:30||13:00||18:00||09:00||12:30||13:00||18:00||09:00||12:30||13:00||18:00||09:00||12:30||13:00||18:00||09:00||12:30||13:00||18:00||09:00||12:30||13:00||18:00","","non","||||||02.43.42.00.36||accueil@golfdes24h.fr","Tarif indiv. adulte||||||Du 1er mars au 30 novembre : green fee 18 trous.##Tarif indiv. réduit||||||Étudiants (25 ans et moins).;Green fee 18 trous.##Tarif indiv. adulte||||||Du 1er décembre au 31 janvier : green fee 18 trous.","non","Cartes bancaires##Chèques bancaires et postaux"
"GOLF DES ALOUETTES","Activités sportives","","","","La Charillière","85500","LES HERBIERS","","85109","[ 46.8951934 , -1.0001057]","46.8951934","-1.0001057","||||10##Autoroute||Les Herbiers - Sortie N° 29||5##Gare SNCF||Cholet||20","","","02 51 66 69 04","","golfdesalouettes@gmail.com","https://golfdesalouettes.com/","Facebook||https://www.facebook.com/agca85/","","","oui","","","","oui","Pratique libre","","Golf","","Anglais##Français","","","","","","","","","","","","","","Golf des Alouettes ","LES HERBIERS","","oui","01/10/2017||31/03/2018||Ouvert du Mardi 14h au Dimanche 18h||Fermé le Lundi et le Mardi matin||||||||||||||14:00||18:00||09:30||12:30||14:00||18:00||09:30||12:30||14:00||18:00||09:30||12:30||14:00||18:00||09:30||12:30||14:00||18:00||10:00||13:00||14:00||18:00##01/04/2018||30/09/2018||Ouvert du Mardi 14h au Dimanche 19h||Fermé le Lundi et le Mardi matin||||||||||||||14:00||19:00||09:30||12:30||14:00||19:00||09:30||12:30||14:00||19:00||09:30||12:30||14:00||19:00||09:30||12:30||14:00||18:00||10:00||13:00||14:00||19:00##01/10/2018||31/03/2019||Ouvert du Mardi 14h au Dimanche 18h||Fermé le Lundi et le Mardi matin||||||||||||||||18:00||09:30||12:30||14:00||18:00||09:30||12:30||14:00||18:00||09:30||12:30||14:00||18:00||09:30||12:30||14:00||18:00||10:00||13:00||14:00||18:00","","","","Tarif indiv. adulte||||18||green fee 9 trous ;;;;##Tarif indiv. adulte||||25||green fee 18 trous##Tarif indiv. enfant||||8||green fee 9 trous enfants moins de 13 ans.##||5||9||MINI GOLF;5€ le parcours;9€ les deux parcours##Tarif indiv. enfant||9||13||le parcours + le goûter d'anniversaire: 9€/enfant;13€ pour 2 parcours;;(Tarif anniversaire à partir de 5 enfants, accompagnés par un adulte, sur réservation. Accès au minigolf à partir de 5 ans.)","","Cartes bancaires##Chèques bancaires et postaux"
"GOLF DES SABLES D'OLONNE","Golf","","","Allée de la Pierre Levée","","85340","OLONNE-SUR-MER","","85166","[ 46.528967 , -1.750867]","46.528967","-1.750867","","","","02 51 33 16 16","","contact@golfdessablesdolonne.com","https://www.golfdessablesdolonne.com/","Facebook||https://www.facebook.com/golfdesolonnes/","Boutique","Bar","non","","","","","","","","","Anglais","","","","","","","","","","","","","","","","","oui","","","","","Tarif indiv. adulte||58||||Pour un greenfee de 18 trous##Tarif indiv. enfant||20||||A partir de 6 ans","","Cartes bancaires##Chèques bancaires et postaux##Chèques Vacances"
"GOLF DU CHÊNE LANDRY","Golf","","","Allée du Chêne Landry","","49300","CHOLET","","49099","[ 47.08099 , -0.89797]","47.08099","-0.89797","","","","02 41 71 05 01","","golf@csl-cholet.fr","http://www.choletgolf.com","","","","","","","","oui","","","","","Anglais##Français","","","","","","","","","","","","","","","","","","01/01/2018||31/12/2018||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||","","","","","","Cartes bancaires##Chèques bancaires et postaux##Chèques Vacances"
"GOLF INTERNATIONAL BARRIÈRE LA BAULE","Golf","","","Route de Saint-Denac","","44500","LA BAULE-ESCOUBLAC","","44055","[ 47.32047 , -2.34132]","47.32047","-2.34132","","","","02 40 60 46 18","02 40 60 41 41","abuzais@groupebarriere.com","http://www.golf-barriere-labaule.com","","","Restaurant","oui","","","","","","","","","Anglais##Espagnol","","","","","","","","","","","","","","","","","","21/03/2017||21/06/2017||||||08:30||||||18:00||08:30||||||18:00||08:30||||||18:00||08:30||||||18:00||08:30||||||18:00||08:30||||||18:00||08:30||||||18:00##21/06/2017||21/09/2017||||||08:00||||||19:00||08:00||||||19:00||08:00||||||19:00||08:00||||||19:00||08:00||||||19:00||08:00||||||19:00||08:00||||||19:00##21/09/2017||31/10/2017||||||09:00||||||17:30||09:00||||||17:30||09:00||||||17:30||09:00||||||17:30||09:00||||||17:30||09:00||||||17:30||09:00||||||17:30##01/11/2017||21/03/2018||||||09:00||||||17:30||||||||||||||||||09:00||||||17:30||09:00||||||17:30||09:00||||||17:30||09:00||||||17:30##21/03/2018||21/06/2018||||||08:30||||||18:00||08:30||||||18:00||08:30||||||18:00||08:30||||||18:00||08:30||||||18:00||08:30||||||18:00||08:30||||||18:00##21/06/2018||21/09/2018||||||08:00||||||19:00||08:00||||||19:00||08:00||||||19:00||08:00||||||19:00||08:00||||||19:00||08:00||||||19:00||08:00||||||19:00##01/11/2018||21/03/2019||||||09:00||||||17:30||||||||||||||||||09:00||||||17:30||09:00||||||17:30||09:00||||||17:30||09:00||||||17:30","","","","","","Cartes bancaires##Chèques bancaires et postaux"
"GOLF MINIATURE","Mini golf","Espace de Loisirs","Lac des Varennes","","","72340","MARCON","","72183","[ 47.7148457 , 0.49198192]","47.7148457","0.49198192","Route (nationale/départ.)||D305||0##Autoroute||A28||12##Gare SNCF||Château du loir||10##Gare routière||Château du loir||10","","","06 72 63 32 27","","","","","","","oui","en laisse","","","oui","","","","","","","","","","","","","","","","","","","","","","non","01/05/2017||31/10/2017||||||11:00||||||19:00||11:00||||||19:00||11:00||||||19:00||11:00||||||19:00||11:00||||||19:00||11:00||||||19:00||11:00||||||19:00","","","","||||||6€ la partie;3€ enfants - 8 ans;3€ pour les groupes (10 personnes)","non",""
"GOLF MINIATURE","Mini golf","","","BASE DE LOISIRS","","72510","MANSIGNE","","72182","[ 47.7856281 , 0.157361]","47.7856281","0.157361","Route (nationale/départ.)||N23 Le Mans-La Flèche||12##Autoroute||A28 Ecommoy||16##Aéroport/aérodrome||Le Mans||36##Gare SNCF||Le Mans||36##Gare routière||Le Mans||36##Transport en commun||Mansigné||0,3","","","02.43.46.14.17","","camping.mansigne@orange.fr","","","Espace jeux","Aire de pique nique##Bar##Restaurant","oui","Chiens","","","oui","","","","","Anglais##Français","","","","","","Français","","","","","","","","","","","non","","pascal Habert||02.43.46.14.17||camping.mansigne@orange.fr","","","","non","Cartes bancaires##Chèques bancaires et postaux##Chèques Vacances"
"GOLF MINIATURE","Mini golf","","","Route de Contilly","Base de Loisirs","72600","MAMERS","","72180","[ 48.3579581 , 0.37328019]","48.3579581","0.37328019","Autoroute||Ballon||25##Gare SNCF||Le Mans||45","","","02 43 97 68 30","","camping.mamers@wanadoo.fr","www.mairie-mamers.fr","","Espace jeux","Aire de pique nique##Bar##Toilettes","oui","","","","oui","","","","","Anglais##Italien","","","","","","","","","","","","","","","","","non","||||||location tous les week-end et jours fériés à partir du 1er mai et tous les après-midi du 1er juillet au 31 août||||||||||||||||||||||||||||||||||||||||||||||||||||||||","Pascal SECHI||02 43 97 68 30||camping.mamers@wanadoo.fr","","","Tarif indiv. enfant||||||enfants, scolaires et étudiants","non","Cartes bancaires##Chèques bancaires et postaux"
"GOLF MINIATURE LUCHE PRINGE","Mini golf","","","place des tilleuls","","72800","LUCHE-PRINGE","","72175","[ 47.6611955 , 0.162075]","47.6611955","0.162075","Route (nationale/départ.)||D13||0##Autoroute||A11 (Le Mans)||38##Aéroport/aérodrome||Le Mans||38##Gare SNCF||Le Mans||38##Gare routière||La Fleche||15","","02.43.45.44.50 (mairie)","02.43.45.45.30","02.43.45.75.71","mairie-de-luche-pringe@wanadoo.fr","","","","Aire de pique nique##Bar##Toilettes","non","","","","oui","","","","","","","","","","","","","","","","","","","","","","","01/07/2017||31/08/2017||Possiblité de faire du minigolf en hors saison en se présentant au camping de La Chabotière||Fermé le lundi matin||||||14:30||20:00||10:30||13:00||14:30||20:00||10:30||13:00||14:30||20:00||10:30||13:00||14:30||20:00||10:30||13:00||14:30||20:00||10:30||13:00||14:30||20:00||10:30||13:00||14:30||20:00","","","","||||||Par personne","",""
"GOLF NANTES ERDRE","Golf","","","Avenue du Bout des Landes ","","44300","NANTES","","44109","[ 47.2649626 , -1.5810091]","47.2649626","-1.5810091","Transport en commun||||0,2","","","02.40.59.21.21","02.40.94.14.32","","http://nantes-erdre.formulegolf.eu/","","","","","","","","oui","","","","","Anglais##Français","","non","","non","non","Français","","","non","non","non","non","","","","","oui","","","","","","non","Cartes bancaires##Chèques Vacances"
"GOOD BIKE","Loueur de vélos","","","2 rue Calypso","","85350","L'ILE-D'YEU","","85113","[ 46.7242564 , -2.3477924]","46.7242564","-2.3477924","Bord de mer||||##Héliport||||##Bord de mer||||##Transport en commun||||","","0678612664","07 82 22 89 15","","location@velo-goodbike.com","http://www.velo-goodbike.com","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Cartes bancaires##Chèques bancaires et postaux##Chèques Vacances"
"GORRON CINEMA","Cinéma","","","Boulevard Faverie","","53120","GORRON","","53107","[ 48.4134708 , -0.8144389]","48.4134708","-0.8144389","","A l'abri","06 24 62 50 23","02 43 08 11 67","","cinema@gorron.fr","http://www.gorron.fr","Facebook||https://www.facebook.com/Gorron-Cinéma","","Salle de projection##Toilettes","non","","","","oui","","","","","Français","","non","30min","non","oui","","Français","","non","oui","non","oui","30min","","","","oui","","BOUTILLY Laura||06 24 62 50 23||cinema@gorron.fr","","","Tarif indiv. adulte||||5,5||Tarif à partir de 15 ans. Carte de fidélité valable 1 an : 10 €##Tarif indiv. enfant||||4||de 3 à 14 ans inclus, PMR, etc. sur présentation d'un justificatif##Tarif groupe adulte||||4,6||Valable pour les groupes de 10 personnes minimum ou pour les titulaires de la carte de fidélité##Tarif groupe enfant||||3,5||Valable pour les CLSH, les CAT et pour les enfants titulaires de la carte de fidélité##Tarif indiv. réduit||||3,8||Valable pour les séances ciné bleu (1er mardi du mois)","non","Chèques bancaires et postaux##Chèques Vacances"
"GOURMET CONSULTANTS","Activités culturelles","","","38-44 rue Edgar Brandt","","72000","LE MANS","","72181","[ 47.993571 , 0.2141185]","47.993571","0.2141185","","","","02 53 04 62 82","","info@gourmet-consultants.com","http://www.gourmet-consultants.com","","","","non","","","","oui","Cours","","","Gastronomie","Français","","","","","","","","","","","","","","Les ateliers culinaires ont lieu dans notre Ecole de cuisine, basée 38/44 rue Edgar Brandt - 72000 Le Mans.","LE MANS","","oui","","","","","","non",""
"GRAND PARC DU PUY DU FOU","Parc à thèmes","","","","","85590","LES EPESSES","","85082","[ 46.8919856 , -0.9317554]","46.8919856","-0.9317554","Autoroute||A87 sortie N° 28||5##Gare SNCF||Cholet||25","","","08 20 09 10 10","","info@puydufou.com","http://www.puydufou.com","Facebook||https://www.facebook.com/PuyduFou?fref=ts##Tripadvisor||https://www.tripadvisor.fr/Attraction_Review-g1096448-d1234321-Reviews-Le_Puy_du_Fou-Les_Epesses_Vendee_Pays_de_la_Loire.html","Boutique##Espace jeux","Aire de pique nique##Bar##Restaurant##Salle de réunion équipée##Toilettes","non","Pension canine sur place (réservation obligatoire)","","Déficience mentale##Déficience moteur","oui","","","","","Allemand##Anglais##Espagnol##Français##Italien##Néerlandais","Allemand##Anglais##Espagnol##Français##Italien##Néerlandais","oui","48 h","non","non","Français##Allemand##Anglais##Espagnol##Italien##Néerlandais","Français##Allemand##Anglais##Espagnol##Italien##Néerlandais","","oui","oui","","non","48 h","","","","non","07/04/2018||30/04/2018||Ouvert tous les jours||||09:30||||||22:30||09:30||||||22:30||09:30||||||22:30||09:30||||||22:30||09:30||||||22:30||09:30||||||22:30||09:30||||||22:30##01/05/2018||31/05/2018||||Fermé les 14, 15, 16, 22, 28, 29 et 30||||||||||||||||||||||||||||||||||||||||||||||||||||||||##01/06/2018||30/06/2018||||Fermé les 6 et 13 juin||09:30||||||||09:30||||||||09:30||||||||09:30||||||||09:30||||||||09:30||||||||09:30||||||##01/07/2018||31/07/2018||||||09:30||||||22:30||09:30||||||22:30||09:30||||||22:30||09:30||||||22:30||09:30||||||22:30||09:30||||||22:30||09:30||||||22:30##01/08/2018||31/08/2018||||||09:30||||||22:30||09:30||||||22:30||09:30||||||22:30||09:30||||||22:30||09:30||||||22:30||09:30||||||22:30||09:30||||||22:30##01/09/2018||30/09/2018||jeudi, vendredi, samedi et dimanche||Fermé les lundi, mardi et mercredi de septembre.||||||||||||||||||||||||||09:30||19:00||||||09:30||22:30||||||09:30||22:30||||||09:30||19:00||||##06/10/2018||14/10/2018||samedi et dimanche||Fermé les lundi, mardi , mercredi , jeudi et vendredi||||||||||||||||||||||||||||||||||||||||||09:30||22:30||||||09:30||19:00||||##20/10/2018||03/11/2018||tous les jours||||09:30||||||22:30||09:30||||||22:30||09:30||||||22:30||09:30||||||22:30||09:30||||||22:30||09:30||||||22:30||09:30||||||22:30##20/10/2018||03/11/2018||tous les jours||||09:30||||||22:30||09:30||||||22:30||09:30||||||22:30||09:30||||||22:30||09:30||||||22:30||09:30||||||22:30||09:30||||||22:30##04/11/2018||04/11/2018||||||||||||||||||||||||||||||||||||||||||||||||||||||09:30||||||19:00##04/11/2018||04/11/2018||||||||||||||||||||||||||||||||||||||||||||||||||||||09:30||||||19:00","","","","Tarif indiv. adulte||35||61||##Tarif indiv. enfant||25||45||","non","Cartes bancaires##Chèques bancaires et postaux##Chèques Vacances"
"GRAND PLAGE","Plage surveillée","","","Boulevard de la Mer","","85460","LA FAUTE-SUR-MER","","85307","[ 46.3313515 , -1.3342021]","46.3313515","-1.3342021","","","","02 51 97 16 84","","","","","","","non","Nos amis les chiens sont tolérés sur les plages non-surveillées et doivent être tenus en laisse. Ils peuvent également être promenés librement sur les plages avant 8h et après 19h.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","oui",""
"GROUPE ASSOCIATIF ESTUAIRE","Activités culturelles","","","Rue de Louza","","85440","TALMONT-SAINT-HILAIRE","","85288","[ 46.4327817 , -1.6314018]","46.4327817","-1.6314018","","","","02 51 20 74 85","","estuaire@mac.com","http://estuaire.net","","","","non","","","","oui","","","","Faune flore","Français","","","","","","","","","","","","","","","TALMONT-SAINT-HILAIRE","TALMONT-SAINT-HILAIRE","oui","01/01/2017||31/12/2017||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||","||02 51 20 74 85||estuaire@mac.com","","","","non",""
"GROUPE ATLANTIQUE DE PLONGÉE","Plongée","","","Rue du Pont du Chat","","44490","LE CROISIC","","44049","[ 47.29474 , -2.51513]","47.29474","-2.51513","","","07 78 63 36 90","02 40 62 91 83","","contact@gap44.fr","http://www.gap44.fr","","","","non","","","","","","","","","Anglais","","","","","","","","","","","","","","","","","","01/01/2014||31/12/2014||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||##01/05/2016||30/09/2016||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||","","","","","",""
"GROUPE BRETON WAR RAOK","","","","56 avenue Henri Bertho","Maison des Associations ","44500","LA BAULE-ESCOUBLAC","","44055","[ 47.29355 , -2.35822]","47.29355","-2.35822","","","06 19 57 17 71","09 66 13 07 15","","gardiemichele@hotmail.fr","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","oui","01/01/2017||31/12/2017||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||","","","","","",""
"GROUPE VOCAL MOSAÏQUE","","","","Mairie de La Turballe","","44420","LA TURBALLE","","44211","[ 47.3463411 , -2.5084903]","47.3463411","-2.5084903","","","06 37 96 83 87","02 40 62 59 74","","contact@groupecontactmosaique.fr","http://www.groupevocalmosaique.fr","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","01/01/2016||31/12/2016||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||","","","","","",""
"GUINGUETTE DES TANNERIES","Bar à thème##Bateaux promenade##Halte fluviale##Ponton##Salle de spectacle","","","","Square des Tanneries","72000","LE MANS","","72181","[ 48.0088304 , 0.19439542]","48.0088304","0.19439542","","","06 15 47 52 31","","","laguinguettedestanneries@gmail.com","http://laguinguettedestanneries.blogspot.fr","Facebook||https://www.facebook.com/guinguettedestanneries","","Bar##Toilettes","oui","","","","oui","","","","","Anglais##Espagnol##Français","","","","","","","Français","","","","","","","","","","non","","","","","","","Cartes bancaires"
